oyFhgSCqOHk	20251211	21808	3827	771	169
bjn00BbHo4I	20251210	7053	3728	257	70
jSweqD8jkA0	20251209	10936	3979	391	64
YnhH9vDtZG4	20251208	7171	3766	243	20
YxquJX8QOkM	20251207	46200	3898	1446	349
KS1DXychXeM	20251206	42503	3917	1158	225
7SldBA1e56A	20251205	16967	3733	492	68
50qd6cUJcco	20251204	9363	3761	357	57
gXKCbTxiEik	20251203	7426	3817	257	73
Mus571v9fyg	20251202	11070	3919	324	24
-2PpnvWmw70	20251201	15526	3977	533	88
Tm0R_pnq4MY	20251130	9628	3970	332	63
rbtT-42njVw	20251129	15165	3863	519	86
ySlXsIrpQZs	20251128	6539	3749	332	25
aBCH5gWGeLM	20251127	23814	3809	794	145
88dVwKk3HGA	20251126	16855	3657	584	106
nIowBalsTJs	20251125	10429	3938	386	59
PIJLOjsRxV4	20251124	12614	3876	360	47
2baZmkky8C4	20251123	13375	3943	436	77
ng3n672Phls	20251122	8359	3605	296	51
q4sHws74xxg	20251121	15472	3653	482	63
GPDLx5d2jVA	20251120	6766	3659	221	37
MOT8_Zf1Tdw	20251119	21403	3593	709	143
_UswDhegtWc	20251118	3714	3740	158	44
ujhbPLHEuuM	20251117	6589	3804	264	65
JGmtfLhTayw	20251116	6399	3880	229	90
jwrHZTVxUBY	20251115	14202	3464	522	87
THNoke7sbcM	20251114	7092	3504	251	24
-uRPWr9qbkU	20251113	15183	3835	517	70
mDv73WFzVds	20251112	13954	3643	395	74
kMBk3-4-NF8	20251111	87777	3646	2211	427
y0U_SxhqbZ4	20251110	39837	3726	1045	220
raMM6kdRToY	20251109	10444	3532	366	55
rXDRnvYmLSg	20251108	7601	3709	260	34
yllCyHcTVgI	20251107	10795	3806	383	67
X68cRODWLzg	20251106	15857	3653	481	102
D8FF4frcueE	20251105	27052	3560	778	216
UYNx7T-Td_4	20251104	49569	3986	1386	222
VUZfUGxxQoI	20251103	24532	3919	784	119
mzHxpIOIwMY	20251102	9809	3881	251	39
6Tp2eiBjGB8	20251101	529417	3952	10312	2100
dSfW66Fy-5o	20251031	46201	3787	1120	162
7gvBqlYednE	20251030	8685	3685	319	126
isrbEyAWlxI	20251029	9494	3284	332	55
bLWaopbi3Uw	20251028	9759	3455	326	81
U_kBR9k38F4	20251027	24945	3768	660	222
3adLn-5sRUA	20251026	23748	3429	854	195
8mDclUuqLYw	20251025	9955	3638	321	63
TNgoUaCl7vA	20251024	100245	3564	2853	547
v7ukYQ1HKUo	20251023	14963	3078	464	76
WtkBjKlMrR8	20251022	86085	3894	2362	331
rcub_Jev9NE	20251021	553756	3893	10979	2000
NafOmyD5pwA	20251020	26337	3793	806	234
mWS7XS9RN_c	20251019	6998	3376	265	44
RcUppapS2vI	20251018	57298	3352	1662	316
jPZGm5VU-Oc	20251017	30767	3415	1040	108
KMPoKytow7Q	20251016	17712	3753	495	136
IiYq7_7rtYs	20251015	46352	3939	1293	325
Pf-AqzDIvVw	20251014	70320	3870	1963	520
QKwhquxMKZo	20251013	19227	3248	668	135
payQ-cm18aU	20251012	24380	3518	911	173
_AcLDUT1EKQ	20251011	21351	3137	776	112
dxQW0FkDprA	20251010	16521	3372	576	164
Q67e1V61HwE	20251009	30923	2795	797	111
y1UpY6bk2S8	20251008	32349	3734	881	198
MMJ89CJxWwk	20251007	21900	3548	771	284
FhBLNJGUNss	20251006	151251	3683	3106	602
8n5raFtKul8	20251005	305640	2909	7963	1600
tSzlQ2PX174	20251004	37496	3562	1030	230
ww-vZYahfqo	20251003	116885	3894	3635	597
UhChAk-8sck	20251002	3385	3052	116	9
3nphuqMRI68	20251001	53525	2690	1159	297
v4LmO92Enks	20250930	4013	3565	191	27
vA8AB05zS5w	20250929	3172	2900	147	7
3V17Y3eU-a8	20250928	2214	1034	78	7
RfF0ouKeE0w	20250927	749	994	50	5
q1Fo7x_0ItI	20250927	388	944	15	2
4j--IretI54	20250926	1922	755	92	14
pLfGrc5UwcM	20250925	2836	3524	136	21
gEDndLDoBHA	20250924	1840	1965	81	16
k68NYZra_SU	20250923	4918	2001	188	28
t2qjHHiH7xM	20250922	4718	887	157	26
ORSfIeV_Hew	20250921	4387	2575	142	22
ahaNCUDhWl0	20250920	2432	2572	104	14
XSN4G85fHWo	20250919	1793	2012	71	11
l-2hh0AFjzE	20250918	14274	2722	489	93
WoWtFmG2nes	20250917	9931	3245	326	113
2VCKEfTrnsM	20250916	3379	1995	108	11
hkrgDr0tCDU	20250915	6466	2609	234	32
lbdQkRIOhkM	20250914	4446	2478	147	37
j6gbymZmY_Q	20250913	13912	2801	377	77
-YRHSSLanxk	20250912	1778	2059	59	5
KuBktnJ7j2I	20250911	9555	1704	253	37
ZjoFenGa_p8	20250910	6884	2869	176	18
aEBKHfRZmVE	20250909	7322	2430	226	59
uvPpcKiLFhk	20250908	3265	2709	146	40
Tk2iwmj98Ng	20250907	3275	2537	141	57
VrR7sJSdT3E	20250906	9535	2256	283	51
tQDnSysPTeg	20250905	189743	2680	3116	1000
5Tpw1tBzrl8	20250904	3199	2515	96	15
Ofr1Zd3DCjw	20250903	5113	3507	174	32
o-GCTOftsVU	20250902	5792	2918	161	35
hxQSRzEk8tQ	20250901	3398	3296	93	12
odsboBCA8wM	20250831	2745	2506	102	10
DXelErGJHFQ	20250830	6692	3407	191	36
1coM8oKJS0U	20250829	33973	2935	855	133
jqNlWQOfPuc	20250828	9357	3348	239	68
NAqqcmavQJs	20250827	6669	2879	213	21
tGKkLYZ-GN8	20250826	11399	2798	381	39
jk27Co80NXM	20250825	22297	3570	509	49
an8_v1WW0YU	20250824	2063	3558	73	14
ySoMnZtzj2I	20250823	3515	3284	141	27
dU_4xt6-8FI	20250822	18098	2535	619	250
1x68L-A7xBE	20250821	2049	3344	110	9
74-NTb4Sook	20250819	2359	2699	77	25
0BNUwFL2PKk	20250818	24907	2559	472	47
SI1HsjInX6Y	20250817	24623	3240	665	132
pT80BNIi59k	20250816	4130	3641	178	35
zsoA0iIwUts	20250815	5290	3469	205	40
gpc0ySQ3rHg	20250814	5259	2418	147	18
DSeWbBlz1hU	20250813	4432	2099	173	16
_OgzCncAyN4	20250812	6781	1357	174	26
KijR43-HN58	20250811	2487	2109	76	16
mCDOBBPQelI	20250810	9184	1565	175	45
tLhLB8ExNhU	20250809	4264	3216	125	16
3UmQNqT1kLs	20250808	2346	2121	90	7
M5-sxzdKMTc	20250807	5149	2900	182	36
dmDsCp_3iRA	20250806	11878	2606	376	69
e8BGEl0dmHw	20250805	6219	3141	240	27
tNE5dBhDvcQ	20250804	4101	1736	111	15
f4nd_HdrS9A	20250803	28133	3419	740	124
nYuzv3UMMaI	20250802	5008	1975	134	18
K2tcsxtO3Zc	20250801	14353	3438	562	129
ik1-FXTWc0A	20250731	3871	2296	187	22
z1QDxszhgjw	20250730	121770	3153	2109	619
laHN1qjvheQ	20250729	6470	3455	246	64
1i7raeCmvNg	20250728	17126	1973	489	155
ud1J-apIkN0	20250727	150856	2537	3245	899
0uYaVaWTA8Y	20250726	43578	3271	1089	136
ck6l13C0RgY	20250725	2056	983	77	10
bsqe2MYjXcU	20250724	2829	3104	110	33
gVVI_SdlsvA	20250723	1505	2201	64	10
MNDtjZXHQu0	20250722	1848	984	97	50
Sd7fmHyNEgQ	20250721	7046	3435	220	45
01RhnLqusfI	20250720	4146	3794	146	39
SGADkONbqM4	20250719	5197	2627	151	29
hGwHlN8wWcA	20250718	2255	1664	83	18
8dH-1PtBDkw	20250717	7202	3454	212	51
XUhq0mht6jg	20250716	3081	1980	114	41
ov7H3dLbJLc	20250715	24538	2527	610	103
Bb1FwBU3kCY	20250714	5047	3046	193	60
Cicw4IQ3lZY	20250713	3751	3432	101	27
zLMctq6Pwgo	20250712	8755	3059	232	19
HBmnjocIIN0	20250710	7173	2316	225	30
L2cO-r5dMyE	20250709	2617	2340	102	18
OSYD32a2EmU	20250708	4831	2385	162	29
jHGsHoXyyRo	20250706	5226	3828	155	24
qqKkiCfhytg	20250705	7602	2931	206	41
YM_SA-J5jWs	20250704	4962	2825	134	31
-gFOES4a36s	20250702	4809	3590	147	23
PEMN3GUIzRk	20250701	3154	3571	117	9
